train_idx,text,label,label_text
1614,the storage capacity is great,1,positive
1615,i am glad that i do not work for norton,0,negative
1616,games kind of stink and you cant download them you have to get the link cable to get additional games,0,negative
1617,"the remote is okay , but i am not a fan of remotes with tiny buttons",0,negative
1618,it also has unproven battery life,0,negative
1619,this phone has a nice blend of features without going overboard,1,positive
1620,"at double speed ( 2x forward speed ) , it still plays mp3s with sound they are pitch corrected and smooth , but twice as fast !",1,positive
1621,"overall build quality , good macros results , impressive video quality , good pictures with flash ( good colours , sharp results ) , excellent auto white balance",1,positive
1622,sound quality the ipod ' s sound quality is pretty good,1,positive
1623,the function lever the one which switches between capture and view mode feels fragile,0,negative
1624,"i had a lot of problems setting it up , since the software given along with it is buggy",0,negative
1625,"as i mentioned before , the creative mediasource software is actually really robust despite what others have said , though notmad may still work better",1,positive
1626,"using the software itunes is relatively simple , you just plug the usb cable in , wait your machine to detect the ipod and voila , any songs listed in your itunes library will be transfer ed on over to the ipod",1,positive
1627,compatibility with other devices is excellent too i ' ve only found one 11b device that won ' t work with its mixed mode ( and it won ' t work with anyone ' s mixed mode ),1,positive
1628,"when i opened the box , i was shocked by the size of this thing it ' s tiny !",1,positive
1629,"i needed three batteries to keep myself going with the s330 , but the battery in the g3 is a real powerhouse",1,positive
1630,"the player is fast and sounds great , it also has many options like slowing or speeding up the music , or making it sound like you ' re hearing the music in a huge auditorium",1,positive
1631,"again , the headphone jack on this thing is garbage",0,negative
1632,after 57 pictures total the lcd went black except for the icons showing the settings,0,negative
1633,"no smell , easy to use with one hand free , and best of all it uses regular tall kitchen garbage bags so you don ' t get suckered in to using only the bags made for the pail that are impossible to find !",1,positive
1634,"connect the player to your computer ( via usb ) , open up mediasource , and you can listen to your stored mp3s as they stream directly from the xtra !",1,positive
1635,it is small,1,positive
1636,"the other day when i was listening to a song , it locked up and will not do anything now",0,negative
1637,there are 2 things that need fixing first is the battery life it will run for 6 hrs without problems with medium usage of the buttons,0,negative
1638,on several different occasions it has displayed no disc with a disc inside,0,negative
1639,"overall , this router seems like a reasonably priced product th !",1,positive
1640,i am so pleased with this product ! ! !,1,positive
1641,"it ' s not a listed feature but , the one thing that sold the unit is that it plays mpeg video",1,positive
1642,i think this is it ' s biggest flaw,0,negative
1643,i give it 4 stars only because the installation process or rather problems that may surface during the installation process can be frustrating to the average computer user,0,negative
1644,"the ms scandisk would appear due to manual shutdown and would only scan to the 2nd bar , over and over ( up to 1 hr , i then shut it down and used go back )",0,negative
1645,"the click wheel is incredibly convenient , however it can be a little overly touchy at times , which will make you frustrated with your own fingers",1,positive
1646,1 ) the champ is easy to use,1,positive
1647,"i don 't believe this camera is still available but if you can find one , you might like to get it",1,positive
1648,"if you can get one with all the accessories and a cheap extended warranty , this is the player to get ! highly recommended",1,positive
1649,my only gripe about the hardware is the buttons,0,negative
1650,"i have tried other pails , but none have compared positively to the champ",1,positive
1651,without a doubt the finest looking apex dvd player that i ' ve seen,1,positive
1652,the player is smaller than you think,1,positive
1653,"while transferring songs to the player , the interface has crashed a few times ( 4 5 times in a 4 5 hour period ) normally this would cause me major concern , but it appears that this bug is reproducible , which leads me to believe that creative will fix it with a patched version shortly ( or maybe it ' s just my computer )",0,negative
1654,"however , it has failed to deliver on quality",0,negative
1655,it has it all,1,positive
1656,is not as intuitive as i would like,0,negative
1657,"the good 1 ) large lcd screen , colorful display , good resolution",1,positive
1658,"friends told me that the diaper genie did not work very well , so bought the diaper champ based on on line reviews and i have been happy with it",1,positive
1659,all in all i am pleased with the router,1,positive
1660,2 ) phone is awfully slow,0,negative
1661,"however after playing with it for three weeks now , i ' m convinced , the zen micro is superior",1,positive
1662,"the sound is bright and clear , the ability to store any mp3 ' s ( and not just apple approved files ) is great , and i plan to make use of the storage space and sound recording from time to time",1,positive
1663,i ' ve used the corporate edition at work without any problems ever,1,positive
1664,i have no problems with the touch pad ( once the sensitivity is set to low ) and the interface is a breeze to use without even looking at the pdf manual,1,positive
1665,"it ' s a compact , attractive machine and was easy to set up",1,positive
1666,usb 2 0 transfer is insanely fast,1,positive
1667,"it has a beautiful design , lots of features , very easy to use , very configurable and customizable , and the battery duration is amazing !",1,positive
1668,i ' ve had nothing but good luck with t mobile,1,positive
1669,"it had issues right off the bat , with freezing up , staying in ' shutting down ' mode , and just not functioning very well in general",0,negative
1670,"not a killer problem , but not well done , either",0,negative
1671,"es , the interface took a little getting used to , but once i did , it ' s almost second nature now",0,negative
1672,"once it froze so bad i couldn ' t even use the power button to turn it off , and had to open and take out the battery",0,negative
1673,usb 2 0 very fast,1,positive
1674,for the most part this is a good dvd player,1,positive
1675,i enjoy getting use to the touch pad,1,positive
1676,"the sound is excellent , the battery life is excellent , the fact that the battery is replacable is excellent , and finally the price , 200 cheaper than the 40gb ipod , is excellent",1,positive
1677,the camera is adequate and if i want high res photos i ' ll use my digital camera instead,1,positive
1678,"with the right firmware , drag and drop to and from the player like any other jump drive",1,positive
1679,"i must have differing preferences than others here , as i prefer the supplied earbuds to the sony ' s that i thought sounded good on other players",1,positive
1680,"this product sucks , the customer service from apex sucks",0,negative
1681,"whichever it may be , i ' m happy i ' ve made this purchase",1,positive
1682,"some movies it played yesterday , it wo n ' t play today",0,negative
1683,"the machine itself seems fine , but the software that came with it is awful",0,negative
1684,can ' t beat carrying 500 cd collection with me wherever i go,1,positive
1685,"at first glance , i thought this phone was a little too big for me , maybe a little too complicated",0,negative
1686,"just follow the instructions carefully , it 's all based on a cd that has everything you need to get you up and running in no time",1,positive
1687,"if compact size is your highest priority in a 2 megapixel camera , the canon powershot s100 digital elph is a standout choice and aptly named for its diminutive design",1,positive
1688,i will also say that it takes a very long moment for the camera to do its digital image processing between the time you press the button and when the camera actually takes the picture,0,negative
1689,"but this doesn ' t make up for it ' s innumerable other short comings , the biggest of which is the inability to download any updates due to problems with liveupdate",0,negative
1690,i can ' t rate it one star only because when it does work it ' s pretty good,0,negative
1691,also much less stinky,0,negative
1692,"contrary to what ive read elsewhere , the g3 does sync at 1 250 of a second with third party flashes , just as it does with the dedicated flashes from canon",1,positive
1693,the colors on the screen are not as crisp as i ' d have liked them to be,0,negative
1694,the only disappointment so far has been battery life,0,negative
1695,and we still love it !,1,positive
1696,"i ' m not sure why all the bad reviews , my computer isn ' t especially slowed down and i have win ' 98",1,positive
1697,i am bored with the silver look,0,negative
1698,"t simply the best player on the market for a really low price , so why look anywhere else ?",1,positive
1699,"the only beef i can raise in this regard is the pop off face , that sometimes comes off a bit easily , but besides that it 's perfect",0,negative
1700,"the battery life seems good , takes very little time to charge , it uploads mp3s quickly and there is no delay between songs",1,positive
1701,"i purchased a jukebox , it got fried while being recharged , they asked for 20usd just to look at it and said that they would charge me for reaping the damned thing",0,negative
1702,"took me a few tries to get use to the navigation , but it ' s a very user friendly player imo",1,positive
1703,the fit and finish of the product is first rate,1,positive
1704,"awesome for the newbie , though i personally like to fasten every bolt myself",1,positive
1705,they have a whole bunch of devices that all have the same sounding name ( and they are long ),0,negative
1706,upon opening the box i was confronted with this small cute little mp3 player,1,positive
1707,"i ' ve had this thing for less than a month , treated it quite well , never dropped it , and the headphone jack is all screwed up",0,negative
1708,i purchased this phone knowing it was slightly old as compared to the newer models of nokia phones available,0,negative
1709,the new drivers on cannon ' s site do not help at all but try them if you want they have made me have to use the backup software,0,negative
1710,"you can also slow a song down speed it up , which is cool too",1,positive
1711,"i can keep one hand on my baby and dump the diaper at the same time , it is that simple",1,positive
1712,"unarguably better than apple ' s , and nice earbuds to boot",1,positive
1713,it is embarassing getting phone calls from family members telling you that the dvd player you gave them less that 3 months ago is no longer working,0,negative
1714,"there are some highs to the 2004 edition , but mostly lows",0,negative
1715,there is no way you can talk with customer care about this,0,negative
1716,"solid , squeak free , large screen",1,positive
1717,"warning ! the windows remove program feature does not do a good job of this , and neither does norton ' s own removal program",0,negative
1718,"its sleek design , large memory capacity , compatibility with itunes , and ease of use makes this one of the best portable digital listening devices on the market",1,positive
1719,i could make phone calls from locations i previously could not ( like my apartment ),1,positive
1720,"excellent phone , the phone looks much better than what u see in the pictures",1,positive
1721,it looks sleek and modern,1,positive
1722,1 ) the included lens cap is very loose on the camera,0,negative
1723,"by far this seems to be the best value out there for the money if you are undecided , the creative zen micro seems to be the best choice",1,positive
1724,"you can do other different things with it such as choose what kind of now playing interface , you can see the interface as modern or classical",1,positive
1725,the price is incredible with the bonus pack and hitachi ' s 25 incentive ( you need the code go to tool seeker com and it tells you ),1,positive
1726,"unfortunately , the touch pad issues non intuitive and poor instruction guide killed it",0,negative
1727,"it ' s cheaper , holds more songs and is smaller",1,positive
1728,is it necessary to scan my ms money database when i close the program ?,0,negative
1729,i recommend t mobile and the nokia 6600 without reservation,1,positive
1730,i have stored 40 audio cds and i still have close to 2 8 gb free,1,positive
1731,i did see the review here and other places about a cracked lcd screen,0,negative
1732,holds the odor in nicely !,1,positive
1733,"the firmware has bugs too , so download and install the latest firmware from linksys",0,negative
1734,"if you buying this player to use with napster to go , wait a while",0,negative
1735,the phone must be shut down taken apart to change the memory card and turning the phone back on takes a little while,0,negative
1736,well backlit keypad,1,positive
1737,t mobile was a pretty good server,1,positive
1738,"it 's kinda heavy , kinda like having a walkman",0,negative
1739,best electronic i 've bought since i was born,1,positive
1740,"longer battery life , greater accessibility to online music services , and pc compatibility are the sensibilities",1,positive
1741,navigation is a bit tricky and takes getting used to but the included pdf instructions cover the operation pretty well,0,negative
1742,this camera takes amazing pictures and its size can not be beat,1,positive
1743,2 it is easy enough for my grandmother to use,1,positive
1744,this phone is a winner,1,positive
1745,the fine adjustment knob which came with the router was very difficult to use on a router table,0,negative
1746,"the headphones are n ' t the best , but you can really expect much out of the small headphones you insert in the ear cavity",0,negative
1747,very simple to use,1,positive
1748,"! ok , score 7 0 oh yes , the newest color of this phone is quite cool",1,positive
1749,even leaving it on the default setting ( without the eax enhancements ) produces crystal clear playback,1,positive
1750,overall i ' m happy with my toy,1,positive
1751,"overall , i am very pleased with it",1,positive
1752,"i ' ve since replaced it with a pair of black sennheisers not only are the packaged earbuds pretty uncomfortable , but are too similar to ipod ' s and can target ipod thieves here in nyc",0,negative
1753,this one is really great,1,positive
1754,but not good enough for me,0,negative
1755,"sunset feature takes incredible pics in the morning , and the evening !",1,positive
1756,"yes , the picture quality and features which are too numerous to mention are unmatched for any camera in this price range",1,positive
1757,their customer service agents are always prompt and polite and my service is terrific,1,positive
1758,"i can recommend this phone to anyone , anytime",1,positive
1759,"initially , i was very impressed , after loading 180 songs it seemed to function very well but then it would lock up on me and a battery removal remedied this , i then downloaded the upgrades and everything seemed to be alright",1,positive
1760,"these include mp3 , wave , wma , wma pro , and wma loss less it is very user friendly simply by right clicking the file ( s ) to be converted",1,positive
1761,"it has a 3x optical zoom , which is average for these cameras",0,negative
1762,"the eax features are pretty cool , as well , as creative has included a number of eq adjustments that , for example , compensate for the extraneous noise encountered in a car or on a train",1,positive
1763,i love this camera !,1,positive
1764,"like it ' s predecessor , the quickly revised nx , this player boasts a decent size and weight , a relatively intuitive navigational system that categorizes based on id3 tags , and excellent sound ( widely known to be better than ipod not surprising considering the number of years creative has been in the audio peripheral business )",1,positive
1765,the resolution is very good and the colors are bright and even changeable !,1,positive
1766,"if you are looking for a phone to integrate as easily as the sonyericsson phones with isync , i say stick with a sonyericsson",1,positive
1767,"the software , mediasource , can not work on my pc ( laptop , intel p4 2 0 , xp os )",0,negative
1768,"this camera is great , wonderfully small , and has attractive hi tech casing",1,positive
1769,"i downloaded and updated the firmware , and followed the easy setup instructions",1,positive
1770,i had a sony ericsson t610 before this and the t610 is far inferior,1,positive
1771,my file log was not responding and the program was not blocking any cookies or unauthorized sites,0,negative
1772,"navigating through the menus is super easy , especially if you have owned a previous model nokia phone",1,positive
1773,"the g3 is loaded with many useful features , and unlike many smaller digital cameras , it is easy to hold steady when using slower shutter speeds",1,positive
1774,"the big backlight makes things easy to see , and the writing is big enough for people to see",1,positive
1775,you can take pictures seconds after you turn the camera on literally !,1,positive
1776,"the nomad is not ugly , it is not that big , it comfortably fits in my pocket , or heavy , and the controls are not hard to get used to",1,positive
1777,which is really nice because you can get pretty much any piece of music in midi format for free on the net,1,positive
1778,"as far as linksys goes , i have used several of their products and they seem to hold up well no problems",1,positive
1779,"finally , i gave up and i purchased a router racier",0,negative
1780,"it is lightweight , sleek and attractive",1,positive
1781,newbies will find the full auto setting will give them perfect pictures right out of the box,1,positive
1782,"using supplied s w , you can transfer all addresses from a different nokia phone into it",1,positive
1783,i also liked the fact that you can save custom playlist you made on the player not just the computer !,1,positive
1784,have had problems since the first day,0,negative
1785,audio on video also lacking,0,negative
1786,"almost from the beginning , liveupdate would not function",0,negative
1787,i guess the two antennae help with that besides making it look cooler,1,positive
1788,the only free help you get is in renewing your subscription !,1,positive
1789,"the touchpad is great once you get used to it , and i much prefer it to standard buttons or scroll wheels ( as on the dell dj for example )",1,positive
1790,"unfortunately , i sold it exactly a month later",0,negative
1791,the handles make it very comfortable to use and i experience little vibration,1,positive
1792,as any digital camera owner knows is that when you go to take a picture of a moving object to expect some blurring but with some preliminary testing we had simone move there hands back and forth under the lense and another person take the picture and suprisingly a crystal clear image appeared on the decently sized screen,1,positive
1793,the player does seem to play dvds adequately enough,1,positive
1794,buttons do seem a little sticky tho and the hands free kits ' connector might be a problem,0,negative
1795,i was some what sceptically when i seen the price deference between the other makers of comparable hp,0,negative
1796,it would not hang up on calls,0,negative
1797,i was a little disappointed in the low end,0,negative
1798,protective case completely useless as is since it obscures display window,0,negative
1799,the fact that you can assign ringtones to people and or groups is really cool,1,positive
1800,"10 ) multiple play modes tracks in order of album , shuffle , etc , is standard on all jukebox players but worth noting that the zen xtra is not deficient in this matter",1,positive
1801,it has lots of features such as the calendar which works like my outlook calendar,1,positive
1802,the only drawback is the viewfinder is slightly blocked by the lens,0,negative
1803,such a small zoom length that you would think that the zoom would be silent since it hardly zooms in wrong !,0,negative
1804,i find that if you remove the springs it is much easier to adjust and will not stick much,0,negative
1805,mine generally requires a charge every 48 hours or so and i don 't really talk on it that much,0,negative
1806,"overall the phones fantastic , and i would have given it 5 stars , but its not perfect",1,positive
1807,the software has n ' t been a hassle for me at all,1,positive
1808,1 ) player is not plug and play need to install nomad explorer first and mediasource to transfer files and i had to be patient as i was used to winxp detecting the player and dragging and dropping the music files into it,0,negative
1809,i would recommend this product to anyone,1,positive
1810,"other than that , i love this camera",1,positive
1811,i like my phones to be small so i can fit it in my pockets,1,positive
1812,"the hitachi has plenty of power , runs smooth , and cuts effortlessly through maple ( with freud bits ! )",1,positive
1813,"no more banner ads , pop ups , and the reliable antivirus",1,positive
1814,"it is buggy , slow and basically frustrates the heck out of the user",0,negative
1815,"long live apple , long live macs , and long live the ipod !",1,positive
1816,outside of the t mobile service area the phone seamlessly jumped onto at t wireless and various other services where the t mobile service was unavailable,1,positive
1817,it is exceedingly simple to navigate around in this device,1,positive
1818,"i fully expect it to go bad again in the same or some other way in the next 6 months because , as other reviewers have pointed out , the construction is pretty flimsy",0,negative
1819,"i will also say that setting up the e mail account was very simple and straight forward , although you do need an external smut server to use",1,positive
1820,travel with it without knowing you have it in your pocket,1,positive
1821,"even after all the nightmare sound problems , i ' d still half way like this product if it kept it ' s promise the ability to store 1500 songs",0,negative
1822,works pretty well,1,positive
1823,"output went black and white only via both s video and composite connections , and with no v hold",0,negative
1824,norton pops up a window about the intrusions and gives me as much detail as possible about where the intrusion is coming from,1,positive
1825,"the build quality feels solid , it does n ' t shake or whine while playing discs , and the picture and sound is top notch ( both dots and dd5 1 sound good )",1,positive
1826,"finding all the albums , songs etc is much easier than you would think it would be even if you have 20 gig ( well 18 gig ) worth of music",1,positive
1827,"also , for those that complain that the diaper champ isn ' t as effective as time passes , keep the following in mind as babies get older , their diets changes ( aka solid foods ! ) and so does the smell of their diapers !",0,negative
1828,for the price and features it is really good,1,positive
1829,"i have been ripping songs into it for the past few weeks , and the ease of use is wonderful",1,positive
1830,i was willing to live with the larger size ( inconvenient on the road ) but the durability was a big zero,0,negative
1831,the headphone jack seems to be a major problem,0,negative
1832,"also , the carrying case that came with mine covers up the display , so even though the side controls are reachable , i have to open it up to see the display",0,negative
1833,i really have no complaints over this unit,1,positive
1834,creative has put a lot of effort into making this player appeal to those true geeks that search for coolness and functionality in electronic devices,1,positive
1835,"sound quality was the same between the two , but the zen did have more sound adjustments with the normal eax features",1,positive
1836,"also , the touchpad seems to be waterproof to some degree",1,positive
1837,"finally , i reiterate my thumbs down rating for t mobile as a carrier",0,negative
1838,anti spam is good,1,positive
1839,"ultimately you will learn just how bad nokia is , and why their recent loss of market share is so utterly deserved",0,negative
1840,"the only complaint i have is that when you push in the scroll wheel to select , you have to push straight in or it sticks",0,negative
1841,too bad they don ' t mention anything about how the cd can ' t be used with a mac,0,negative
1842,i had no problems following their installation instructions,1,positive
1843,"the same 4mp chip from the 4500 camera , plus a 3x zoom with the ability to expand upon that with extenders , great closeup mode , long lasting rechargable battery , etc etc",1,positive
1844,"yes , you may get a whiff of a smell when you flip the handle , but then it is gone",0,negative
1845,"first , it failed whenever connecting to get updates",0,negative
1846,"the sound quality is excellent , accessing the music is easy , and the controls are generally well thought out",1,positive
1847,there was no compromise this little camera does amazing things,1,positive
1848,the sound level is also not as high as i would have expected,0,negative
1849,having usb 2 0 makes for very fast transfers,1,positive
1850,"it still fits in the palm of your hand , and it ' s not heavy",1,positive
1851,"i simply hate symantec i swear , if i could have physically ripped that software out of my computer with my bare , bleeding hands , i would have",0,negative
1852,"overall the nikon 4300 is a very dependable , robust , and useful little camera",1,positive
1853,"rather than creating a directory for bookmarks to be found in one area , the user must actually find the track where the bookmark was made",0,negative
1854,"the back of the player is nice too , with water ripples inside the clear white coating",1,positive
1855,"the pictures are tack sharp , colors are vivid , and at 7 mega pixels the quality is plenty high to manipulate and crop images to your hearts desire",1,positive
1856,i would have liked to have given it 4 1 2 stars docking that 1 2 star only for the size,0,negative
1857,the micro has an impressive array of very nice features and a well designed user interface,1,positive
1858,"it ' s overkill for simple snapshots , unless you ' ve got way too much money to blow",1,positive
1859,you do not have to waste money or time trying to purchase special bags for the champ,1,positive
1860,6 small but very clear tft screen,1,positive
1861,"frankly , i think this is one of the niftiest pieces of hardware i ' ve ever used",1,positive
1862,"there is no fm tuner , while there is no fm tuner on the creative zen ( on the micro version of the zen there is a tuner ) , the iriver h10 20gb , the rio karma , and the audio x5 have fm tuners",0,negative
1863,"2 ) the remote works , but then it does not work , and you are left standing there thinking you are doing something wrong",0,negative
1864,i ' m not overly fond of green but when i used this hitachi m12v it turns out that now i ' m very fond of it,1,positive
1865,1 i achieved my basic objective my entire cd collection is on a portable device with lots of room to store more,1,positive
1866,"great camera , great investment !",1,positive
1867,the software installed flawlessly and without any problems on my windows 2k machine,1,positive
1868,"remember , this phone uses an operating system symbian and it ' s feature rich w 65k colors",1,positive
1869,we don ' t have to worry about running out of refills with this diaper pail !,1,positive
1870,has the click wheel and the ability to scan through thousands of songs and organizes them great,1,positive
1871,"further , the tech specs suggest that it has better audio quality than the ipod",1,positive
1872,"fortunately for me , i have yet to have a single problem with this player",1,positive
1873,i love the features on the ipod and the many things you can do with it,1,positive
1874,"this is my second creative labs mp3 player , and it is definitely a fine product",1,positive
1875,i did n ' t read a thing about how to operate it it was just intuitive,1,positive
1876,"it is slow to initially start up , but once it ' s turned on , i ' ve never had any complaints about the speed",1,positive
1877,"sorts music by artist , album , genre , etc it ' s easy to wade through 5 gigs of tunes to find what you ' re looking for",1,positive
1878,"on the plus side it ' s packed with features , including bluetooth that works fine it ' s really a tiny computer that is also a phone and that ' s the negative",0,negative
1879,"this router does everything that it is supposed to do , so i dont really know how to talk that bad about it",1,positive
1880,pick your favorite color and buy it,1,positive
1881,"get it , it ' s woth every penny ! !",1,positive
1882,it has a clear blue light that allows you to see everything on the screen easily,1,positive
1883,"after repeal cleaning and re cleaning , it still stuck after using it for a little while",0,negative
1884,"shortly after i brought it , the plunging shafts started sticking",0,negative
1885,and we definitely prefer our champ !,1,positive
1886,i ' m glad canon decided to keep the 4mp resolution and improved upon it with new technology,1,positive
1887,"ease of use design the ipod is a very easy to use mp3 player , and if you can ' t figure this out , you shouldn ' t even own one",1,positive
1888,all the camera ' s functionality is only available ( or selectable ) when the screen is functional,0,negative
1889,"when i tried to install the second dvd player in my brothers house , that one didn t work either !",0,negative
1890,simple and it works !,1,positive
1891,the only problem i had was a small glitch with t mobile,0,negative
1892,main dial is not backlit,0,negative
1893,"i do not count this as a negative , however , because it is not that much of a nuisance and at the price for what you get this router is way too good to pass up ! ! !",1,positive
1894,"seemed like a good deal , but this pps frequently can not recognize dvds and music cds takes a long time loading and then concludes , no disc",0,negative
1895,"it ' s light weight enough to take with you everywhere , but powerful enough to get outstanding pix",1,positive
1896,and the firewall came with a wizard which made it effortless to configure it to my lan,1,positive
1897,i ' ve connected the phone with two laptops and a ipa 4155,1,positive
1898,"the adjustment knob seemed ok , but when lowering the router , i have to practically pull it down while turning the knob",0,negative
1899,controls easy yo use and easy to get to,1,positive
1900,1 the phone has the best keypad any nokia phone has to offer,1,positive
1901,"i work on word , explorer , netscape , acrobat reader , photoshop at same time ( meaning using a lot of memory ) , but still dont see a problem with computer ( getting slow or crashing )",1,positive
1902,the design of the col lets is excellent and far exceeds any of the craft man ( toy junk ) routers i have previously purchased,1,positive
1903,"weaknesses are minor the feel and layout of the remote control are only so so it does n 't show the complete file names of mp3s with really long names you must cycle through every zoom setting ( 2x , 3x , 4x , 1 2x , etc ) before getting back to normal size sorry if i 'm just ignorant of a way to get back to 1x quickly",0,negative
1904,i get to chapter 34 and everything freezes !,0,negative
1905,and amazon com has it for such a great price how can you go wrong ?,1,positive
1906,with the champ all you had to do was drop the dirty diaper into the opening and flip the lid,1,positive
1907,they really are awfully small,0,negative
1908,"does not provide enough volume when connected to larger headphones , or external receivers ( car radio )",0,negative
1909,my brother had an old linksys b band wireless router in his home and it was like magic,1,positive
1910,1 your hitachi might come to you with a stiff spring mechanism,0,negative
1911,i ' d highly recommend this camera for anyone who is looking for excellent quality pictures and a combination of ease of use and the flexibility to get advanced with many options to adjust if you like,1,positive
1912,"the number buttons are crammed into a 3x4cm area , the fonts are small , the interface is too convoluted and frustrating , it ' s not that customizable as well",0,negative
1913,"one downside as of this writing , t mobile has n ' t updated their t zone system to fully support the 6610",0,negative
1914,"there is also no voice recording , something most if not all mp3 players have that the ipod doesn ' t",0,negative
1915,"the voice recorders good , but you can ' t record songs off the radio for ring tones",1,positive
1916,"if you want a sharp looking , fast digital camera and you don ' t need or want manual controls , then this is the camera for you !",1,positive
1917,the speakerphone works better than any speakerphone i 've ever had,1,positive
1918,the only main drawback is the fact that the voice dialing system is kinda picky,0,negative
1919,"nokia makes great phones , and this one is the cream of the crop",1,positive
1920,doesn ' t have alot of good games on it,0,negative
1921,"third , the poor design continues with the case",0,negative
1922,the auto color balance is often fooled by dense clouds,0,negative
1923,1 ) a spare battery would have been great,0,negative
1924,you can use it as a storage hard drive,1,positive
1925,"there is also a small covering for the lens , so you need not worry that the lens will get scratched",1,positive
1926,it was ( i sold it after a few months ) too expensive for the shots that i got,0,negative
1927,size extremely small and convenient will fit in your pocket and not bother you,1,positive
1928,"to use the creative zen player with a subscription service , you need to go to creative ' s web site , and download new software for your pc",0,negative
1929,"among my requirements for a phone were good screen , decent camera , bluetooth , and gprs support",1,positive
1930,"for example , i tried playing my new pirates of the caribbean extra features dvd , but this dvd player can not read it",0,negative
1931,it comes with a clearly written manual and the learning curve is not too too steep,1,positive
1932,"it has great battery life , fm radio , excellent signal , hands free speakerphone ( which i have to say is probably my favorite function ) and downloadable java apps",1,positive
1933,about 10 of the time it can ' t find the device when i attach it to my pc,0,negative
1934,"luckily the soft start helped before it took the wood and tossed it or worse case , a finger",0,negative
1935,overall this is the best phone i have ever owned,1,positive
1936,"if you are looking for a small camera to throw in your pocket , take great pics and video , get the sd500",1,positive
1937,6 ) excellent battery life 14 hours beats ipod ' s,1,positive
1938,"update i knew that i loved the champ , and using the diaper genie at a friend ' s house really reinforced that !",1,positive
1939,"smaller size , 1 gb of more space , radio , voice recording , removable battery , cooler look , all in one",1,positive
1940,when i 1st tried it i found that it had no problem playing the more expensive dvd r media disc 's that other players would play but to my surprise was able to play cheep media that i had burned that i could n 't get to work before in anything but the dvd burner itself that i had made the disc with,1,positive
1941,i purchased this router at a woodworking show after watching the ct people using it to demo their bits and was impressed how it performed,1,positive
1942,"the zen does n ' t support folders so it is not really a storage device even with third party software that creates folders , documents and programs can ' t be launched from the zen , so it is not a hard disk , it ' s a storage device at best",0,negative
1943,"considering the price and specs , this might be the best buy out there for a large memory mp3 player",1,positive
1944,purchased the ad 2600 about a month ago and have had numerous problems with it,0,negative
1945,i did have to cut off the ears that hold the template guide in place so i could get those big panel raising bits in it,0,negative
1946,"once a depth is locked , it will jump off a little while working",0,negative
1947,"it takes great pictures , operates quickly , and feels solid",1,positive
1948,"even after reading some of the instructions , it ' s still hard to figure out",0,negative
1949,if you need a wireless router get it get it get it works really good,1,positive
1950,multimedia functions are enhanced by multi slide mms messages and a gallery for organizing digital content captured or downloaded with the phone,1,positive
1951,the scroll wheel is a big improvement over the ipod touchpad,1,positive
1952,"so now it still plays everything , you just can ' t see it !",0,negative
1953,"after several years of torture in the hands of at t customer service i am delighted to drop them , and look forward to august 2004 when i will convert our other 3 family phones from at t to t mobile !",0,negative
1954,i 'd say that this camera is perfect,1,positive
1955,"otherwise , it takes very good pictures shutter delay is n ' t so bad either",1,positive
1956,now i know why they are pieces of junk,0,negative
1957,"i already knew something was wrong , because much of the spam i ' ve seen in the past six months was from resellers of norton products",0,negative
1958,it offers way more features than i need but the ones i use work well,1,positive
1959,"norton has been on a downhill slid recently with their products , but with this one , they have fallen off the cliff",0,negative
1960,this wonderfully small digital camera produces fantastically good pictures printed on any decent photo quality printer ( with photo quality paper ),1,positive
1961,"as a windows user , i had to install the software including drivers and itunes on my desktop , and this is the only area where i encountered a nuisance",0,negative
1962,i have over 2000 files in my playlist at the moment and the random does a nice job mixing it up,1,positive
1963,"for a price that ' s still less than even the lowest level ipod i was able to get this 40gb monster , and the best part is it works as great as it was advertised to and then some",1,positive
1964,) no locked in proprietary business like apple this baby plays wmas too,1,positive
1965,"it ' s easy to use , and makes transfering your cd collection to the player a cinch",1,positive
1966,"on average , indoor shots with a flash are not quite as good as 35mm",0,negative
1967,"just too numerous to list fm radio , which has weak reception , but at least it there , and a microphone , to name just two",0,negative
1968,the good small size durable seeming metal case easy to use visually distinctive good picture quality fast usb connection mostly intuitive operation really cool photostitch software that knits pictures together to give wide panoramas,1,positive
1969,controls are a bit awkward,0,negative
1970,"seems to read most dvds fine , and reads quietly ( i had a pioneer player that had fairly loud disc spin noise )",1,positive
1971,"right out of the box , i loved it , better features than the ipod , great sound quality and no limitations on what music sources i can use",1,positive
1972,both of them keep disconnecting on me and interruptions are 3 or 4 times per day at best,0,negative
1973,"the 30gb zen xtra rocks my socks , spills my beer , but does n ' t wash my car",1,positive
1974,"sending the unit to the company of purchase which costs about 90 ) , the ability to record with a built in microphone ( great for recording reminders and meetings ) , very sturdy construction , and not to mention the sound quality is excellent !",1,positive
1975,"only 1 problem , no accessories yet",0,negative
1976,it ' s such a great camera ! i think it really was worth the investment ),1,positive
1977,you have the option to have the flash automatic or off,1,positive
1978,i have noticed an odor ( one the i expected ! ) when unloading the diaper champ but at least you don ' t smell anything every time you use it,0,negative
1979,but the major problem i had was with the software,0,negative
1980,"i do here a constant high pitched distorted sound , not to mention the volume does not seem to be loud enough",0,negative
1981,new cds almost always began skipping after a few plays,0,negative
1982,there are no spec ail bags to deal with or buy !,1,positive
